demande_id,region,prefecture,commune,quartier,type_document,categorie_document,nombre_demandes,delai_traitement_jours,taux_rejet,date_demande,motif_demande,statut_demande,canal_demande,age_demandeur,sexe_demandeur,commune_id,latitude,longitude,altitude_m,superficie_km2_x,population_densite,code_postal,type_commune,distance_capitale_km,zone_climatique,population,superficie_km2_y,densite,taux_urbanisation,taux_alphabétisation,age_median,nombre_menages,revenu_moyen_fcfa,pib_par_habitant_fcfa,taux_chomage,taux_pauvrete,acces_electricite,acces_eau_potable,acces_internet,indice_developpement,score_education,score_sante,nombre_ecoles,nombre_hopitaux,nombre_banques,mois,nom_mois,jour_semaine,est_weekend
D451,KARA,KOZAH,KARA,Amoutivé,Acte de naissance,Civil,152,38,0.03,2023-08-07,Detérioré,Traitee,Guichet,52,M,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,8,August,Monday,False
D452,KARA,BINAH,PAGOUDA,Nyékonakpoé,Carte d'identité,Identité,107,15,0.09,2023-06-22,Première demande,Traitee,En ligne,70,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,6,June,Thursday,False
D453,SAVANES,OTI,MANGO,Adidogomé,Passeport,Voyage,182,3,0.1,2023-03-18,Page pleine,Traitee,En ligne,21,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,3,March,Saturday,True
D454,KARA,BINAH,PAGOUDA,Golfe,Casier judiciaire,Judiciaire,169,5,0.01,2023-11-29,Emploi,Rejetée,En ligne,39,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,11,November,Wednesday,False
D455,MARITIME,GOLFE,ADIDOGOME,Golfe,Certificat de nationalité,Identité,163,22,0.13,2023-10-01,Concours,En cours,Guichet,52,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,October,Sunday,True
D456,PLATEAUX,KLOTO,KPALIME,Kodjoviakopé,Acte de naissance,Civil,189,4,0.14,2023-09-18,Erreur,En cours,En ligne,72,F,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,9,September,Monday,False
D457,CENTRALE,TCHAOUDJO,SOKODE,Golfe,Certificat de nationalité,Identité,121,25,0.13,2023-07-14,Première demande,Traitee,En ligne,55,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,7,July,Friday,False
D458,MARITIME,VO,VOGAN,Amoutivé,Certificat de nationalité,Identité,110,38,0.1,2023-07-07,Concours,Traitee,En ligne,49,F,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,7,July,Friday,False
D459,PLATEAUX,HAHO,NOTSE,Adidogomé,Casier judiciaire,Judiciaire,49,43,0.04,2023-09-19,Concours,En cours,Guichet,25,F,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,9,September,Tuesday,False
D460,CENTRALE,SOTOUBOUA,SOTOUBOUA,Kwé,Acte de naissance,Civil,45,12,0.08,2023-06-18,Reconstitution,Traitee,Guichet,68,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,6,June,Sunday,True
D461,PLATEAUX,KLOTO,KPALIME,Kodjoviakopé,Livre de famille,Civil,71,39,0.05,2023-04-19,Perte,En cours,En ligne,62,F,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,4,April,Wednesday,False
D462,SAVANES,OTI,MANGO,Adidogomé,Acte de naissance,Civil,40,19,0.12,2023-06-27,Perte,Traitee,Guichet,71,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,6,June,Tuesday,False
D463,CENTRALE,SOTOUBOUA,SOTOUBOUA,Nyékonakpoé,Carte d'identité,Identité,80,27,0.08,2023-01-10,Détérioration,En cours,En ligne,69,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,1,January,Tuesday,False
D464,SAVANES,OTI,MANGO,Agoè,Certificat de nationalité,Identité,81,34,0.13,2023-03-04,Perte,Traitee,Guichet,22,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,3,March,Saturday,True
D465,CENTRALE,TCHAOUDJO,SOKODE,Amoutivé,Certificat de nationalité,Identité,96,10,0.11,2023-02-26,Première demande,Traitee,Guichet,90,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,2,February,Sunday,True
D466,SAVANES,TONE,DAPAONG,Amoutivé,Certificat de nationalité,Identité,39,28,0.12,2023-12-08,Concours,Rejetée,En ligne,85,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,12,December,Friday,False
D467,SAVANES,OTI,MANGO,Bè,Casier judiciaire,Judiciaire,66,19,0.09,2023-12-11,Voyage,En cours,Guichet,84,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,12,December,Monday,False
D468,SAVANES,TONE,DAPAONG,Amoutivé,Casier judiciaire,Judiciaire,31,33,0.02,2023-04-21,Emploi,Traitee,Guichet,68,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,4,April,Friday,False
D469,SAVANES,TONE,DAPAONG,Adidogomé,Certificat de nationalité,Identité,112,23,0.01,2023-01-15,Concours,Rejetée,Guichet,66,F,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,1,January,Sunday,True
D470,PLATEAUX,KLOTO,KPALIME,Hôpital,Carte d'identité,Identité,140,19,0.13,2023-12-20,Perte,Rejetée,En ligne,82,F,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,12,December,Wednesday,False
D471,KARA,BINAH,PAGOUDA,Adidogomé,Livre de famille,Civil,186,12,0.05,2023-01-08,Nouveau mariage,Rejetée,En ligne,36,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,1,January,Sunday,True
D472,CENTRALE,SOTOUBOUA,SOTOUBOUA,Amoutivé,Acte de naissance,Civil,115,39,0.07,2023-05-11,Perte,Rejetée,Guichet,83,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,5,May,Thursday,False
D473,SAVANES,TONE,DAPAONG,Golfe,Livre de famille,Civil,51,29,0.11,2023-08-08,Perte,Traitee,En ligne,52,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,8,August,Tuesday,False
D474,SAVANES,TONE,DAPAONG,Kodjoviakopé,Acte de naissance,Civil,50,3,0.07,2023-11-01,Erreur,En cours,Guichet,41,F,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,11,November,Wednesday,False
D475,SAVANES,TONE,DAPAONG,Amoutivé,Passeport,Voyage,198,18,0.1,2023-12-06,Perte,En cours,En ligne,40,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,12,December,Wednesday,False
D476,CENTRALE,SOTOUBOUA,SOTOUBOUA,Amoutivé,Acte de naissance,Civil,67,9,0.04,2023-04-14,Reconstitution,Traitee,Guichet,67,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,4,April,Friday,False
D477,PLATEAUX,HAHO,NOTSE,Nyékonakpoé,Casier judiciaire,Judiciaire,179,17,0.1,2023-02-02,Voyage,Traitee,En ligne,71,F,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,2,February,Thursday,False
D478,CENTRALE,SOTOUBOUA,SOTOUBOUA,Hedzranawoé,Certificat de nationalité,Identité,160,20,0.11,2023-05-28,Première demande,En cours,Guichet,24,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,5,May,Sunday,True
D479,SAVANES,OTI,MANGO,Bè,Passeport,Voyage,73,14,0.03,2023-06-07,Voyage,Traitee,En ligne,20,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,6,June,Wednesday,False
D480,SAVANES,TONE,DAPAONG,Bè,Livre de famille,Civil,90,44,0.05,2023-01-12,Détérioration,Rejetée,En ligne,79,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,1,January,Thursday,False
D481,KARA,BINAH,PAGOUDA,Adidogomé,Livre de famille,Civil,116,16,0.11,2023-04-18,Perte,En cours,En ligne,81,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,4,April,Tuesday,False
D482,MARITIME,ZIO,TSEVIE,Kodjoviakopé,Carte d'identité,Identité,19,15,0.0,2023-06-09,Première demande,Traitee,En ligne,18,F,COM039,6.1125,1.2066,66.0,102.0,1427.0,BP 124,Urbaine,3.0,Côtière,128421.0,73.0,1759.0,0.52,0.86,22.0,20002.0,217586.0,,,,,,,,,,,,,6,June,Friday,False
D483,MARITIME,VO,VOGAN,Agoè,Carte d'identité,Identité,189,20,0.06,2023-10-03,Première demande,Rejetée,En ligne,90,F,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,10,October,Tuesday,False
D484,MARITIME,VO,VOGAN,Agoè,Livre de famille,Civil,24,8,0.12,2023-05-27,Nouveau mariage,Rejetée,En ligne,18,M,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,5,May,Saturday,True
D485,SAVANES,TONE,DAPAONG,Adidogomé,Livre de famille,Civil,23,21,0.11,2023-05-09,Perte,Traitee,Guichet,68,F,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,5,May,Tuesday,False
D486,SAVANES,OTI,MANGO,Amoutivé,Acte de naissance,Civil,174,31,0.08,2023-05-14,Erreur,En cours,Guichet,36,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,5,May,Sunday,True
D487,CENTRALE,TCHAOUDJO,SOKODE,Bè,Casier judiciaire,Judiciaire,118,5,0.02,2023-07-28,Concours,Rejetée,Guichet,90,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,7,July,Friday,False
D488,MARITIME,LACS,ANEHO,Hôpital,Livre de famille,Civil,116,19,0.13,2023-10-20,Perte,En cours,En ligne,70,F,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,10,October,Friday,False
D489,MARITIME,VO,VOGAN,Agoè,Livre de famille,Civil,115,28,0.03,2023-07-30,Perte,Rejetée,En ligne,72,M,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,7,July,Sunday,True
D490,CENTRALE,TCHAOUDJO,SOKODE,Amoutivé,Passeport,Voyage,161,26,0.0,2023-08-06,Voyage,Rejetée,En ligne,26,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,8,August,Sunday,True
D491,KARA,KOZAH,KARA,Golfe,Passeport,Voyage,172,25,0.0,2023-05-26,Expiration,Traitee,En ligne,77,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,5,May,Friday,False
D492,CENTRALE,SOTOUBOUA,SOTOUBOUA,Kwé,Livre de famille,Civil,152,16,0.13,2023-09-09,Nouveau mariage,En cours,Guichet,49,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,9,September,Saturday,True
D493,KARA,KOZAH,KARA,Kwé,Acte de naissance,Civil,95,37,0.07,2023-12-07,Detérioré,En cours,En ligne,40,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,12,December,Thursday,False
D494,PLATEAUX,HAHO,NOTSE,Hôpital,Certificat de nationalité,Identité,16,33,0.04,2023-07-20,Perte,Rejetée,En ligne,71,M,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,7,July,Thursday,False
D495,SAVANES,OTI,MANGO,Agoè,Acte de naissance,Civil,120,30,0.09,2023-02-13,Erreur,Rejetée,Guichet,90,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,2,February,Monday,False
D496,KARA,KOZAH,KARA,Amoutivé,Carte d'identité,Identité,110,21,0.09,2023-10-11,Expiration,Traitee,En ligne,38,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,10,October,Wednesday,False
D497,SAVANES,TONE,DAPAONG,Nyékonakpoé,Livre de famille,Civil,65,35,0.05,2023-01-05,Nouveau mariage,En cours,En ligne,30,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,1,January,Thursday,False
D498,KARA,BINAH,PAGOUDA,Tokoin,Acte de naissance,Civil,101,39,0.01,2023-07-19,Erreur,En cours,En ligne,70,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,7,July,Wednesday,False
D499,PLATEAUX,OGOU,ATAKPAME,Golfe,Casier judiciaire,Judiciaire,26,13,0.09,2023-05-18,Voyage,Rejetée,En ligne,33,M,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,5,May,Thursday,False
D500,MARITIME,GOLFE,TOKOIN,Kodjoviakopé,Certificat de nationalité,Identité,77,32,0.14,2023-04-16,Première demande,Traitee,Guichet,23,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,April,Sunday,True
D501,KARA,KOZAH,KARA,Hôpital,Carte d'identité,Identité,160,3,0.15,2023-08-13,Première demande,Rejetée,En ligne,56,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,8,August,Sunday,True
D502,SAVANES,TONE,DAPAONG,Hedzranawoé,Casier judiciaire,Judiciaire,158,20,0.13,2023-03-10,Emploi,En cours,En ligne,85,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,3,March,Friday,False
D503,CENTRALE,TCHAOUDJO,SOKODE,Bè,Certificat de nationalité,Identité,30,34,0.04,2023-02-13,Première demande,Traitee,En ligne,72,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,2,February,Monday,False
D504,PLATEAUX,HAHO,NOTSE,Bè,Carte d'identité,Identité,76,34,0.01,2023-09-27,Expiration,Traitee,En ligne,25,F,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,9,September,Wednesday,False
D505,CENTRALE,SOTOUBOUA,SOTOUBOUA,Adidogomé,Casier judiciaire,Judiciaire,144,21,0.08,2023-04-07,Concours,Rejetée,Guichet,54,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,4,April,Friday,False
D506,KARA,KOZAH,KARA,Hôpital,Casier judiciaire,Judiciaire,16,8,0.14,2023-04-04,Voyage,Rejetée,Guichet,86,M,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,4,April,Tuesday,False
D507,MARITIME,ZIO,TSEVIE,Hedzranawoé,Acte de naissance,Civil,113,39,0.02,2023-03-10,Reconstitution,En cours,En ligne,39,F,COM039,6.1125,1.2066,66.0,102.0,1427.0,BP 124,Urbaine,3.0,Côtière,128421.0,73.0,1759.0,0.52,0.86,22.0,20002.0,217586.0,,,,,,,,,,,,,3,March,Friday,False
D508,SAVANES,TONE,DAPAONG,Hedzranawoé,Carte d'identité,Identité,173,21,0.04,2023-09-02,Perte,Traitee,Guichet,24,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,9,September,Saturday,True
D509,CENTRALE,TCHAOUDJO,SOKODE,Bè,Acte de naissance,Civil,42,7,0.07,2023-04-06,Perte,Rejetée,En ligne,57,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,4,April,Thursday,False
D510,KARA,BINAH,PAGOUDA,Golfe,Certificat de nationalité,Identité,73,11,0.05,2023-09-28,Perte,Traitee,En ligne,22,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,9,September,Thursday,False
D511,CENTRALE,SOTOUBOUA,SOTOUBOUA,Kodjoviakopé,Acte de naissance,Civil,116,36,0.13,2023-11-29,Reconstitution,Traitee,En ligne,58,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,11,November,Wednesday,False
D512,PLATEAUX,HAHO,NOTSE,Adidogomé,Livre de famille,Civil,193,14,0.02,2023-06-03,Détérioration,Rejetée,En ligne,70,F,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,6,June,Saturday,True
D513,MARITIME,LACS,ANEHO,Tokoin,Livre de famille,Civil,165,2,0.13,2023-07-10,Détérioration,Rejetée,Guichet,52,M,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,7,July,Monday,False
D514,CENTRALE,SOTOUBOUA,SOTOUBOUA,Amoutivé,Passeport,Voyage,164,28,0.1,2023-10-18,Voyage,En cours,En ligne,62,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,10,October,Wednesday,False
D515,KARA,KOZAH,KARA,Bè,Carte d'identité,Identité,24,40,0.03,2023-12-22,Perte,Traitee,En ligne,46,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,12,December,Friday,False
D516,MARITIME,ZIO,TSEVIE,Adidogomé,Passeport,Voyage,146,25,0.09,2023-10-06,Perte,Traitee,En ligne,34,F,COM039,6.1125,1.2066,66.0,102.0,1427.0,BP 124,Urbaine,3.0,Côtière,128421.0,73.0,1759.0,0.52,0.86,22.0,20002.0,217586.0,,,,,,,,,,,,,10,October,Friday,False
D517,MARITIME,GOLFE,TOKOIN,Kwé,Acte de naissance,Civil,15,9,0.04,2023-12-05,Erreur,Rejetée,En ligne,45,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,December,Tuesday,False
D518,KARA,BINAH,PAGOUDA,Kwé,Livre de famille,Civil,123,27,0.07,2023-06-01,Détérioration,Rejetée,Guichet,85,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,6,June,Thursday,False
